title,startDate,endDate,season,seasonYear,tags,format,status,episodes,genres,popularity,averageScore,countryOfOrigin,source,studios,rankings
Silent Möbius,1-1998,4-1998,WINTER,1998.0,"['Police', 'Magic', 'Shounen', 'Female Protagonist', 'Primarily Female Cast', 'Tsundere', 'Primarily Adult Cast', 'Cyberpunk', 'Time Skip', 'Tomboy', 'Robots', 'Cyborg', 'Monster Girl', 'Heterosexual']",TV,FINISHED,26.0,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror']",3069,60.0,JP,MANGA,Radix,23.0
Black Lagoon: The Second Barrage,10-2006,12-2006,FALL,2006.0,"['Crime', 'Guns', 'Anti-Hero', 'Gangs', 'Tomboy', 'Primarily Adult Cast', 'Seinen', 'Mafia', 'Pirates', 'Female Protagonist', 'Assassins', 'Suicide', 'Foreign', 'Yakuza', 'Triads', 'Ships', 'Male Protagonist', 'Noir', 'Travel', 'Delinquents', 'Language Barrier', 'Twins', 'Nudity']",TV,FINISHED,12.0,"['Action', 'Adventure', 'Drama', 'Thriller']",78413,80.0,JP,MANGA,MADHOUSE,256.0
Black Jack,12-1993,7-2000,FALL,1993.0,"['Medicine', 'Episodic', 'Work', 'Foreign', 'War', 'Environmental', 'Male Protagonist', 'Seinen', 'Drugs', 'Primarily Adult Cast', 'Nudity', 'Dissociative Identities']",OVA,FINISHED,10.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Supernatural']",9625,75.0,JP,MANGA,Animax,2.0
Black Jack: The Movie,11-1996,11-1996,FALL,1996.0,"['Medicine', 'Super Power', 'Male Protagonist', 'Drugs', 'Work']",MOVIE,FINISHED,1.0,"['Drama', 'Mystery', 'Thriller']",2970,70.0,JP,MANGA,Tezuka Productions,1.0
Windy Tales,9-2004,2-2005,FALL,2004.0,"['Photography', 'Coming of Age', 'Female Protagonist', 'Urban Fantasy', 'Super Power', 'Philosophy', 'Iyashikei', 'School', 'Animals', 'Primarily Teen Cast', 'School Club', 'Episodic', 'Heterosexual', 'Time Skip', 'Motorcycles']",TV,FINISHED,13.0,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",7298,70.0,JP,ORIGINAL,Production I.G,22.0
Pokémon: The Legend of Thunder!,12-2001,12-2001,FALL,2001.0,"['Animals', 'Kids', 'Male Protagonist']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",5844,65.0,JP,VIDEO_GAME,OLM,0.0
Pokémon: Lucario and the Mystery of Mew,7-2005,7-2005,SUMMER,2005.0,"['Kids', 'Animals', 'Travel', 'Tragedy', 'CGI', 'War', 'Time Skip']",MOVIE,FINISHED,1.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",24679,70.0,JP,VIDEO_GAME,OLM,229.0
Pokémon: The Mastermind of Mirage Pokémon,4-2006,4-2006,SPRING,2006.0,"['Male Protagonist', 'Animals', 'Kids', 'Tragedy', 'CGI', 'Kuudere', 'Primarily Child Cast']",SPECIAL,FINISHED,1.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",9891,63.0,JP,VIDEO_GAME,OLM,0.0
Battle Skipper: The Movie,8-1995,12-1995,SUMMER,1995.0,"['Super Robot', 'Primarily Female Cast', 'Henshin', 'School Club']",OVA,FINISHED,3.0,"['Comedy', 'Mecha', 'Sci-Fi']",680,42.0,JP,ORIGINAL,Artmic,0.0
De:vadasy,11-2000,1-2001,FALL,2000.0,"['Primarily Child Cast', 'Super Robot', 'Female Harem', 'Male Protagonist', 'Tanned Skin', 'Nudity', 'Military']",OVA,FINISHED,3.0,"['Action', 'Ecchi', 'Mecha']",1113,37.0,JP,VIDEO_GAME,AIC,15.0
Kanon (2006),10-2006,3-2007,FALL,2006.0,"['Amnesia', 'Primarily Female Cast', 'Male Protagonist', 'Family Life', 'Snowscape', 'School', 'Tragedy', 'Ghost', 'Female Harem', 'Heterosexual', 'Coming of Age', 'Kuudere', 'Tsundere', 'Age Regression', 'Suicide']",TV,FINISHED,24.0,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",39339,76.0,JP,VISUAL_NOVEL,Kyoto Animation,16.0
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu! ,12-2006,12-2006,WINTER,2006.0,"['Male Protagonist', 'Love Triangle', 'Kuudere']",SPECIAL,FINISHED,1.0,"['Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Supernatural']",5895,66.0,JP,,J.C. Staff,0.0
Sukisho,1-2005,3-2005,WINTER,2005.0,"[""Boys' Love"", 'Dissociative Identities', 'Primarily Male Cast', 'Amnesia']",TV,FINISHED,12.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",5177,57.0,JP,VISUAL_NOVEL,ZEXCS,81.0
Wedding Peach,4-1995,3-1996,SPRING,1995.0,"['Magic', 'Shoujo', 'Urban Fantasy', 'Female Protagonist', 'Primarily Female Cast', 'School', 'Coming of Age', 'Demons', 'Henshin', 'Heterosexual', 'Primarily Teen Cast', 'Dissociative Identities', 'Amnesia']",TV,FINISHED,51.0,"['Adventure', 'Comedy', 'Mahou Shoujo', 'Romance']",3746,62.0,JP,MANGA,OLM,17.0
Futari wa Precure: Splash☆Star,2-2006,1-2007,WINTER,2006.0,"['Magic', 'Female Protagonist', 'Superhero', 'Henshin', 'Primarily Female Cast', 'Episodic', 'Primarily Child Cast', 'Baseball', 'Cute Girls Doing Cute Things', 'Kids', 'Primarily Teen Cast', 'Super Power', 'Rural', 'Fairy', 'Environmental', 'School', 'Tomboy', 'Astronomy', 'LGBTQ+ Themes']",TV,FINISHED,49.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo']",3931,70.0,JP,ORIGINAL,Toei Animation,32.0
Death Note,10-2006,6-2007,FALL,2006.0,"['Crime', 'Detective', 'Anti-Hero', 'Male Protagonist', 'Police', 'Philosophy', 'Tragedy', 'Primarily Adult Cast', 'Gods', 'Urban Fantasy', 'Primarily Male Cast', 'Urban', 'Memory Manipulation', 'Amnesia', 'Espionage', 'Shounen', 'Unrequited Love', 'Suicide', 'Time Skip', 'Acting', 'Yandere', 'Achronological Order', 'Assassins', 'Tennis']",TV,FINISHED,37.0,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",679083,84.0,JP,MANGA,MADHOUSE,89.0
Arms Alchemy,10-2006,3-2007,FALL,2006.0,"['School', 'Shounen', 'Male Protagonist', 'Heterosexual', 'Magic', 'Female Protagonist', 'Twins']",TV,FINISHED,26.0,"['Action', 'Comedy', 'Fantasy', 'Supernatural']",21341,68.0,JP,MANGA,Xebec,39.0
Ryu the Primitive Boy,10-1971,3-1972,FALL,1971.0,"['Shounen', 'Male Protagonist', 'Estranged Family', 'Tanned Skin', 'Dinosaurs', 'Slavery', 'Spearplay', 'Survival', 'Adoption', 'Cult', 'Nudity', 'Dystopian', 'Kaiju']",TV,FINISHED,22.0,"['Adventure', 'Romance']",782,52.0,JP,MANGA,Toei Animation,0.0
Pumpkin Scissors,10-2006,3-2007,FALL,2006.0,"['Military', 'Female Protagonist', 'Primarily Adult Cast', 'Tanks', 'Shounen', 'Episodic', 'Guns', 'War', 'CGI', 'Foreign', 'Gore']",TV,FINISHED,24.0,"['Action', 'Comedy', 'Drama']",6372,67.0,JP,MANGA,GONZO,47.0
Touch: CROSS ROAD - Kaze no Yukue,2-2001,2-2001,WINTER,2001.0,"['Photography', 'Baseball', 'Shounen']",SPECIAL,FINISHED,1.0,"['Romance', 'Sports']",1078,61.0,JP,,VAP,0.0
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",12-1998,12-1998,FALL,1998.0,"['Photography', 'Time Skip', 'Baseball', 'Shounen', 'College', 'Primarily Adult Cast', 'Rural']",SPECIAL,FINISHED,1.0,"['Romance', 'Sports']",1094,59.0,JP,,VAP,0.0
Fist of the Blue Sky,10-2006,3-2007,FALL,2006.0,"['Martial Arts', 'Mafia', 'Male Protagonist', 'Primarily Male Cast', 'Foreign', 'Historical', 'Seinen']",TV,FINISHED,22.0,['Action'],2762,60.0,JP,MANGA,TV Asahi,93.0
Brain Powerd,4-1998,11-1998,SPRING,1998.0,"['Robots', 'Military', 'Aliens', 'Super Robot', 'Nudity', 'Fugitive', 'Found Family']",TV,FINISHED,26.0,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",3592,56.0,JP,ORIGINAL,Sunrise,39.0
Brighter Than the Dawning Blue,10-2006,12-2006,FALL,2006.0,"['School', 'Primarily Female Cast', 'Space', 'Heterosexual', 'Politics', 'Chibi', 'Kuudere', 'Maids', 'Work', 'Aliens', 'Guns', 'Female Harem']",TV,FINISHED,12.0,"['Comedy', 'Romance', 'Sci-Fi']",6378,64.0,JP,VISUAL_NOVEL,Daume,68.0
Super Robot Wars Original Generation: The Animation,5-2005,12-2005,SPRING,2005.0,['Super Robot'],OVA,FINISHED,3.0,"['Mecha', 'Sci-Fi']",991,57.0,JP,VIDEO_GAME,Bandai Visual,0.0
Negima!? Magister Negi Magi,10-2006,3-2007,FALL,2006.0,"['Magic', 'Vampire', 'Primarily Female Cast', 'Female Harem', 'Teacher', 'Surreal Comedy', 'School', 'Urban Fantasy', 'Card Battle']",TV,FINISHED,26.0,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",15501,65.0,JP,ORIGINAL,Shaft,63.0
Obake no Q-tarou,8-1965,6-1967,SUMMER,1965.0,"['School', 'Achromatic']",TV,FINISHED,96.0,['Comedy'],257,42.0,JP,MANGA,Shin-Ei Animation,0.0
Queen Millennia,4-1981,3-1982,SPRING,1981.0,"['Aliens', 'Space', 'Female Protagonist', 'Tragedy', 'Male Protagonist', 'Seinen']",TV,FINISHED,42.0,"['Drama', 'Mystery', 'Sci-Fi']",1660,63.0,JP,MANGA,Toei Animation,0.0
Queen Millennia Movie,3-1982,3-1982,SPRING,1982.0,"['Space Opera', 'Space', 'Female Protagonist']",MOVIE,FINISHED,1.0,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",1380,61.0,JP,MANGA,Toei Animation,0.0
Attack No.1,12-1969,11-1971,FALL,1969.0,"['Shoujo', 'Volleyball', 'Female Protagonist', 'Primarily Female Cast', 'Primarily Teen Cast', 'School Club', 'School', 'Tragedy', 'Foreign', 'Heterosexual', 'Delinquents', 'Adoption']",TV,FINISHED,104.0,"['Drama', 'Sports']",2627,62.0,JP,MANGA,Tokyo Movie Shinsha,0.0
Sunny Ryoko! You Were There in a Dream,10-1988,10-1988,FALL,1988.0,"['Photography', 'Love Triangle', 'Shoujo', 'Motorcycles', 'Time Skip']",MOVIE,FINISHED,1.0,"['Comedy', 'Drama', 'Romance']",452,49.0,JP,,Group TAC,0.0
Queen Emeraldas,6-1998,12-1999,SUMMER,1998.0,"['Space', 'Space Opera', 'Female Protagonist', 'Pirates', 'Crossover']",OVA,FINISHED,4.0,"['Action', 'Adventure', 'Sci-Fi']",2232,64.0,JP,MANGA,ADV Films,10.0
Living for the Day After Tomorrow,10-2006,12-2006,FALL,2006.0,"['Age Regression', 'Body Swapping', 'Female Protagonist', 'Rural']",TV,FINISHED,12.0,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",4264,65.0,JP,MANGA,J.C. Staff,60.0
Tokimeki Memorial,10-2006,4-2007,FALL,2006.0,"['School', 'Heterosexual', 'Female Harem', 'Male Protagonist']",TV,FINISHED,25.0,"['Comedy', 'Romance']",5041,63.0,JP,VIDEO_GAME,Konami,77.0
Demon Prince Enma,8-2006,3-2007,SUMMER,2006.0,"['Demons', 'Magic', 'Youkai', 'Seinen', 'Urban Fantasy', 'Nudity', 'Gore', 'Vampire', 'CGI', 'Suicide']",OVA,FINISHED,4.0,"['Ecchi', 'Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Thriller']",3911,63.0,JP,MANGA,Bandai Visual,17.0
Shonen Onmyoji,10-2006,3-2007,FALL,2006.0,"['Youkai', 'Demons', 'Magic', 'Historical']",TV,FINISHED,26.0,"['Action', 'Fantasy', 'Supernatural']",6263,68.0,JP,LIGHT_NOVEL,Studio DEEN,38.0
Sex Demon Queen,6-2000,6-2000,SUMMER,2000.0,"['Demons', 'Magic', 'Parody', 'Zoophilia', 'Yuri', 'Tentacles', 'Henshin', 'Cunnilingus', 'Rape', 'Group Sex', 'Handjob', 'Threesome', 'Bondage', 'Nakadashi', 'Anal Sex', 'Squirting', 'Sex Toys', 'Polyamorous']",OVA,FINISHED,1.0,"['Comedy', 'Fantasy', 'Hentai']",662,50.0,JP,,AIC,0.0
Kenichi: The Mightiest Disciple,10-2006,9-2007,FALL,2006.0,"['Martial Arts', 'School', 'Shounen', 'Male Protagonist', 'Delinquents', 'Fitness', 'Kuudere']",TV,FINISHED,50.0,"['Action', 'Comedy']",38483,77.0,JP,MANGA,TV Tokyo,455.0
Voltage Fighter Gowcaizer,9-1996,1-1997,FALL,1996.0,"['Demons', 'Magic', 'Male Protagonist']",OVA,FINISHED,3.0,"['Action', 'Ecchi', 'Sci-Fi']",1207,42.0,JP,VIDEO_GAME,J.C. Staff,26.0
Lovely Idol,10-2006,12-2006,FALL,2006.0,"['Idol', 'Female Harem']",TV,FINISHED,12.0,['Music'],1637,52.0,JP,OTHER,AIC,0.0
The Wallflower,10-2006,3-2007,FALL,2006.0,"['Shoujo', 'Hikikomori', 'Primarily Teen Cast', 'Female Protagonist', 'Makeup', 'Chibi', 'Episodic', 'Parody', 'Male Harem', 'Surreal Comedy', 'Heterosexual', 'School', 'Otaku Culture', 'Crossdressing', 'Educational', 'Tragedy']",TV,FINISHED,25.0,['Comedy'],19973,72.0,JP,MANGA,Nippon Animation,24.0
Magic Knight Rayearth II,4-1995,11-1995,SPRING,1995.0,"['Magic', 'Swordplay', 'Isekai', 'Female Protagonist', 'Shoujo', 'Super Robot', 'Henshin', 'Primarily Female Cast', 'Tragedy', 'War', 'Primarily Child Cast', 'Heterosexual', 'Yandere', 'Love Triangle']",TV,FINISHED,29.0,"['Adventure', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Mecha', 'Romance']",5361,70.0,JP,MANGA,TMS Entertainment,10.0
Pokémon the Series: Ruby and Sapphire,11-2002,9-2006,FALL,2002.0,"['Primarily Child Cast', 'Animals', 'Kids', 'Outdoor', 'Episodic', 'Rural', 'Urban Fantasy', 'Environmental', 'Male Protagonist', 'Slapstick', 'Female Protagonist', 'Dragons', 'CGI', 'Super Robot', 'Proxy Battle']",TV,FINISHED,192.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",37060,68.0,JP,VIDEO_GAME,TV Tokyo,17.0
Pokémon the Series: Diamond and Pearl,9-2006,9-2010,FALL,2006.0,"['Primarily Child Cast', 'Kids', 'Male Protagonist', 'Environmental', 'Animals', 'Slapstick', 'Episodic', 'Rural', 'Outdoor', 'Female Protagonist', 'Urban Fantasy', 'Dragons', 'Super Robot', 'Proxy Battle']",TV,FINISHED,191.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",31610,70.0,JP,VIDEO_GAME,TV Tokyo,30.0
Ghost in the Shell: Stand Alone Complex - Solid State Society,9-2006,9-2006,FALL,2006.0,"['Seinen', 'Police', 'Cyberpunk', 'Philosophy', 'Artificial Intelligence', 'Primarily Adult Cast', 'Military', 'Female Protagonist', 'Cyborg', 'Real Robot', 'Guns', 'Dystopian', 'Kuudere']",SPECIAL,FINISHED,1.0,"['Mystery', 'Sci-Fi']",16014,78.0,JP,MANGA,Production I.G,0.0
Mysterious Thief Saint Tail,10-1995,9-1996,FALL,1995.0,"['Female Protagonist', 'Crime', 'Urban Fantasy', 'Shoujo', 'Nun', 'Detective', 'Episodic', 'Love Triangle', 'Henshin', 'School', 'Primarily Child Cast']",TV,FINISHED,43.0,"['Adventure', 'Fantasy', 'Mahou Shoujo', 'Romance']",4614,71.0,JP,MANGA,Tokyo Movie Shinsha,6.0
Sumomomo Momomo: Chijou Saikyou no Yome,10-2006,3-2007,FALL,2006.0,"['Martial Arts', 'Heterosexual', 'Female Harem', 'School', 'Seinen', 'Nudity']",TV,FINISHED,22.0,"['Action', 'Comedy', 'Romance']",9946,63.0,JP,MANGA,TV Asahi,75.0
Otoboku: Maidens are Falling for Me,10-2006,12-2006,FALL,2006.0,"['Ghost', 'Parody', 'Primarily Female Cast', 'Ojou-sama', 'Crossdressing', 'School', 'Female Harem', 'Femboy', 'Kuudere']",TV,FINISHED,12.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9898,65.0,JP,VISUAL_NOVEL,feel.,65.0
Happiness!,10-2006,12-2006,FALL,2006.0,"['Magic', 'School', 'Female Harem']",TV,FINISHED,12.0,"['Comedy', 'Romance']",5261,56.0,JP,VISUAL_NOVEL,Artland,71.0
Ghost Hunt,10-2006,3-2007,FALL,2006.0,"['Ghost', 'Detective', 'Denpa', 'Female Protagonist', 'Youkai', 'Tragedy', 'Shrine Maiden', 'Super Power', 'Gods', 'Demons', 'Body Horror', 'Gore', 'Crime', 'Cars']",TV,FINISHED,25.0,"['Comedy', 'Horror', 'Mystery', 'Supernatural']",30935,73.0,JP,LIGHT_NOVEL,J.C. Staff,23.0
Kimba the White Lion,10-1965,9-1966,FALL,1965.0,"['Animals', 'Kids', 'School', 'Male Protagonist']",TV,FINISHED,52.0,['Adventure'],1917,58.0,JP,MANGA,Mushi Production,0.0
Zenki,1-1995,12-1995,WINTER,1995.0,"['Shounen', 'Male Protagonist', 'Female Protagonist', 'Animals']",TV,FINISHED,51.0,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Horror']",2397,62.0,JP,MANGA,TV Tokyo,20.0
AM Driver,4-2004,3-2005,SPRING,2004.0,[],TV,FINISHED,51.0,"['Adventure', 'Mecha', 'Sci-Fi']",497,48.0,JP,ORIGINAL,Studio DEEN,99.0
Code Geass: Lelouch of the Rebellion,10-2006,7-2007,FALL,2006.0,"['Anti-Hero', 'War', 'Military', 'Revenge', 'Super Power', 'Politics', 'Philosophy', 'Male Protagonist', 'Terrorism', 'Tragedy', 'Real Robot', 'Class Struggle', 'Dystopian', 'Super Robot', 'Primarily Teen Cast', 'Memory Manipulation', 'Ensemble Cast', 'Foreign', 'Amnesia', 'Urban Fantasy', 'Nudity', 'Disability', 'Kuudere', 'Heterosexual', 'Female Harem', 'School Club', 'Gore', 'Tanned Skin', 'Masturbation', 'Age Gap', 'Swordplay', 'CGI']",TV,FINISHED,25.0,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Thriller']",347951,84.0,JP,ORIGINAL,Sunrise,72.0
Intrigue in the Bakumatsu: Irohanihoheto,10-2006,4-2007,FALL,2006.0,"['Swordplay', 'Historical', 'Politics', 'Samurai', 'Urban Fantasy']",ONA,FINISHED,26.0,"['Action', 'Drama']",4965,64.0,JP,ORIGINAL,Sunrise,3.0
You're Under Arrest!,9-1994,11-1995,FALL,1994.0,"['Police', 'Primarily Female Cast', 'Motorcycles', 'Primarily Adult Cast', 'Female Protagonist', 'Cars', 'Seinen', 'Mopeds']",OVA,FINISHED,4.0,"['Action', 'Comedy']",8941,72.0,JP,MANGA,Studio DEEN,2.0
Loving Angel Angelique: When Hearts Awaken,7-2006,9-2006,SUMMER,2006.0,"['Magic', 'Male Harem', 'Female Protagonist']",TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",1434,58.0,JP,VIDEO_GAME,Lantis,20.0
La Corda D'Oro: Primo Passo,10-2006,3-2007,FALL,2006.0,"['Female Protagonist', 'Primarily Male Cast', 'Magic', 'School', 'Male Harem']",TV,FINISHED,25.0,"['Comedy', 'Drama', 'Music', 'Romance']",9473,68.0,JP,VISUAL_NOVEL,Aniplex,42.0
Mouryou Senki MADARA,3-1991,12-1991,SPRING,1991.0,"['Demons', 'Shounen']",OVA,FINISHED,2.0,"['Adventure', 'Supernatural']",628,51.0,JP,MANGA,Bandai Visual,26.0
Gift: eternal rainbow,10-2006,12-2006,FALL,2006.0,"['Love Triangle', 'School', 'Heterosexual', 'Female Harem', 'Magic', 'LGBTQ+ Themes', 'Tsundere', 'Inseki', 'Cute Girls Doing Cute Things']",TV,FINISHED,12.0,"['Comedy', 'Drama', 'Romance']",4216,59.0,JP,VISUAL_NOVEL,OLM,100.0
Submarine 707R,9-2003,4-2004,FALL,2003.0,"['Military', 'Ships']",OVA,FINISHED,2.0,['Action'],725,53.0,JP,MANGA,Aniplex,25.0
009-1,10-2006,12-2006,FALL,2006.0,"['Cyberpunk', 'Espionage', 'Episodic', 'Female Protagonist', 'Assassins', 'Nudity', 'Politics', 'Cyborg', 'Primarily Adult Cast', 'Gore', 'Robots', 'Tragedy', 'Trains']",TV,FINISHED,12.0,"['Action', 'Mecha', 'Sci-Fi']",3827,56.0,JP,MANGA,Aniplex,84.0
Stratos 4 Advance: Kanketsu-hen,9-2006,10-2006,FALL,2006.0,"['Military', 'Aviation']",OVA,FINISHED,2.0,"['Comedy', 'Sci-Fi']",620,57.0,JP,,Bandai Visual,23.0
Spectral Force,11-1998,3-1999,FALL,1998.0,"['Demons', 'Elf', 'Swordplay', 'CGI', 'Guns', 'Nudity']",OVA,FINISHED,2.0,['Fantasy'],774,29.0,JP,VIDEO_GAME,ADV Films,28.0
Aoi Umi no Tristia,4-2004,7-2004,SPRING,2004.0,"['Robots', 'Female Protagonist', 'Primarily Female Cast', 'Kuudere']",OVA,FINISHED,2.0,"['Adventure', 'Mecha']",1053,48.0,JP,VISUAL_NOVEL,ufotable,30.0
Ghost Slayers Ayashi,10-2006,3-2007,FALL,2006.0,"['Demons', 'Historical']",TV,FINISHED,25.0,['Supernatural'],2789,62.0,JP,ORIGINAL,bones,81.0
Venus to Mamoru!,10-2006,3-2007,FALL,2006.0,"['Love Triangle', 'School', 'Kuudere']",TV,FINISHED,24.0,"['Comedy', 'Romance']",4098,65.0,JP,LIGHT_NOVEL,ZEXCS,66.0
Bartender,10-2006,12-2006,FALL,2006.0,"['Bar', 'Work', 'Episodic', 'Philosophy', 'Primarily Adult Cast', 'Seinen', 'Food', 'Educational', 'Male Protagonist', 'Office Lady', 'CGI']",TV,FINISHED,11.0,"['Drama', 'Slice of Life']",18210,69.0,JP,MANGA,Fuji TV,36.0
Legendz: Tale of the Dragon Kings,4-2004,3-2005,SPRING,2004.0,"['Slapstick', 'Shounen', 'Kaiju', 'Urban Fantasy', 'Male Protagonist', 'Demons', 'Baseball', 'Post-Apocalyptic']",TV,FINISHED,50.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",703,60.0,JP,MANGA,Studio Gallop,71.0
Kujibiki♥Unbalance (TV),7-2006,12-2006,SUMMER,2006.0,"['School', 'Aliens', 'Parody', 'Suicide', 'Primarily Female Cast', 'Kuudere']",TV,FINISHED,12.0,"['Comedy', 'Romance']",2629,55.0,JP,OTHER,Ajiado,100.0
Hataraki Man,10-2006,12-2006,FALL,2006.0,"['Work', 'Female Protagonist', 'Office Lady', 'Primarily Adult Cast', 'Seinen', 'Philosophy', 'Office', 'Nudity', 'Episodic']",TV,FINISHED,11.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",4867,64.0,JP,MANGA,Studio Gallop,69.0
Azumanga Web Daioh,12-2000,12-2000,FALL,2000.0,"['Primarily Female Cast', 'Female Protagonist', 'Cute Girls Doing Cute Things', 'Slapstick', 'School', 'CGI']",ONA,FINISHED,1.0,"['Comedy', 'Slice of Life']",6496,62.0,JP,MANGA,J.C. Staff,1.0
Hell Girl: Two Mirrors,10-2006,4-2007,FALL,2006.0,"['Revenge', 'Tragedy', 'Episodic', 'Bullying', 'Found Family', 'Female Protagonist', 'Afterlife', 'Oiran', 'Kuudere', 'Suicide']",TV,FINISHED,26.0,"['Horror', 'Psychological', 'Supernatural']",21393,75.0,JP,ORIGINAL,Aniplex,20.0
Beast City,5-1996,4-1998,SPRING,1996.0,"['School', 'Tentacles', 'Vampire', 'Rape', 'Demons', 'Yuri', 'LGBTQ+ Themes', 'Bondage', 'Group Sex', 'Masturbation', 'Fellatio', 'Cunnilingus', 'Incest', 'Flat Chest']",OVA,FINISHED,3.0,['Hentai'],435,44.0,JP,,Central Park Media,0.0
Arcade Gamer Fubuki,2-2002,1-2003,WINTER,2002.0,"['Video Games', 'Parody', 'E-Sports', 'Female Protagonist', 'Henshin', 'Dinosaurs', 'Battle Royale', 'Primarily Female Cast']",OVA,FINISHED,4.0,"['Action', 'Comedy', 'Ecchi', 'Sci-Fi']",2232,47.0,JP,ORIGINAL,Bandai Visual,18.0
Panyo Panyo Di Gi Charat,1-2002,4-2003,WINTER,2002.0,"['Cute Girls Doing Cute Things', 'Kemonomimi', 'Female Protagonist', 'Nekomimi', 'Aliens', 'Chibi', 'Kuudere']",TV_SHORT,FINISHED,48.0,['Comedy'],1424,59.0,JP,,MADHOUSE,1.0
Casshan: Robot Hunter,8-1993,2-1994,SUMMER,1993.0,"['Tokusatsu', 'Superhero', 'Reincarnation', 'Robots', 'Dystopian', 'Male Protagonist', 'Heterosexual']",OVA,FINISHED,4.0,"['Adventure', 'Mecha', 'Sci-Fi']",2246,56.0,JP,,Artmic,24.0
EAT-MAN '98,10-1998,12-1998,FALL,1998.0,"['Shounen', 'Super Power', 'Guns', 'Male Protagonist']",TV,FINISHED,12.0,"['Action', 'Adventure', 'Sci-Fi']",1252,58.0,JP,MANGA,Discotek,27.0
Galaxy Angel Rune,10-2006,12-2006,FALL,2006.0,"['Kemonomimi', 'Space Opera', 'War', 'Kuudere', 'Idol', 'Lost Civilization']",TV,FINISHED,13.0,"['Comedy', 'Sci-Fi']",1128,54.0,JP,ORIGINAL,MADHOUSE,0.0
Red Garden,10-2006,3-2007,FALL,2006.0,"['Female Protagonist', 'Cosmic Horror', 'Amnesia', 'Mythology', 'Memory Manipulation', 'Urban', 'Drugs', 'Super Power', 'Philosophy', 'Primarily Female Cast', 'Foreign', 'Primarily Teen Cast', 'Reincarnation', 'Ensemble Cast', 'Detective', 'Gore', 'Suicide', 'LGBTQ+ Themes', 'Heterosexual']",TV,FINISHED,22.0,"['Drama', 'Mystery', 'Psychological', 'Supernatural']",7529,64.0,JP,ORIGINAL,GONZO,74.0
STRAIN: Strategic Armored Infantry,11-2006,2-2007,FALL,2006.0,"['Real Robot', 'Military', 'Space', 'War', 'Female Protagonist', 'Primarily Female Cast', 'Bullying', 'Nudity', 'Time Manipulation', 'Yuri']",TV,FINISHED,13.0,"['Drama', 'Ecchi', 'Mecha', 'Sci-Fi']",3673,64.0,JP,ORIGINAL,Studio Fantasia,72.0
Super Robot Wars The Original Generation: The Divine Wars,10-2006,3-2007,FALL,2006.0,"['Super Robot', 'Real Robot', 'Aliens', 'Military']",TV,FINISHED,25.0,"['Action', 'Mecha', 'Sci-Fi']",1719,60.0,JP,VIDEO_GAME,OLM,97.0
REBORN!,10-2006,9-2010,FALL,2006.0,"['Mafia', 'Shounen', 'Super Power', 'Male Protagonist', 'Age Regression', 'Primarily Male Cast', 'Time Skip', 'Slapstick', 'Urban Fantasy', 'Time Manipulation', 'Heterosexual', 'School']",TV,FINISHED,203.0,"['Action', 'Comedy']",75180,76.0,JP,MANGA,Artland,495.0
Kekkaishi,10-2006,2-2008,FALL,2006.0,"['Shounen', 'Youkai', 'Gods', 'Male Protagonist', 'School']",TV,FINISHED,52.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural']",14692,72.0,JP,MANGA,Sunrise,26.0
Venus Versus Virus,1-2007,3-2007,WINTER,2007.0,"['Demons', 'Super Power', 'Kuudere', 'Female Protagonist']",TV,FINISHED,12.0,"['Drama', 'Romance', 'Supernatural']",4145,56.0,JP,MANGA,Studio Hibari,82.0
